name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,search_word,region,isin_region
云南大学出版社,云南省,昆明市,五华区,一二一大街182号,(0871)65033243,3a0a78bd6427c2fb631809d0,3a0a78bd6427c2fb631809d0,1,"{'tag': '文化传媒;新闻出版', 'navi_location': {'lng': 102.70719630855, 'lat': 25.063392561185}, 'type': 'enterprise', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3a0a78bd6427c2fb631809d0&output=html&source=placeapi_v2', 'overall_rating': '4.0', 'comment_num': '1', 'children': []}","{'lat': 25.06348, 'lng': 102.707157}",http://api.map.baidu.com/place/detail?uid=3a0a78bd6427c2fb631809d0&output=html&source=placeapi_v2,文化传媒;新闻出版,enterprise,大学,五华区,True
云南师范大学-西院,云南省,昆明市,五华区,云南省昆明市五华区建设路16号,(0871)65515650,e3a7fd138a640d5328b97c0e,e3a7fd138a640d5328b97c0e,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 102.70118258165, 'lat': 25.059947735832}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e3a7fd138a640d5328b97c0e&output=html&source=placeapi_v2', 'overall_rating': '3.0', 'comment_num': '1', 'children': []}","{'lat': 25.060739, 'lng': 102.700642}",http://api.map.baidu.com/place/detail?uid=e3a7fd138a640d5328b97c0e&output=html&source=placeapi_v2,教育培训;其他,education,大学,五华区,True
云南师范大学明睿楼,云南省,昆明市,五华区,一二一大街298号云南师范大学,None,83fd614974f186bfb21e3640,83fd614974f186bfb21e3640,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 102.70144536476, 'lat': 25.061204184139}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=83fd614974f186bfb21e3640&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'comment_num': '4', 'children': []}","{'lat': 25.062428, 'lng': 102.702462}",http://api.map.baidu.com/place/detail?uid=83fd614974f186bfb21e3640&output=html&source=placeapi_v2,教育培训;其他,education,大学,五华区,True
华东政法大学云南函授站(一二一大街),云南省,昆明市,五华区,一二一大街243号电大写字楼4层413号,None,c538a9b9da72910b8b2fb500,c538a9b9da72910b8b2fb500,1,"{'tag': '教育培训;成人教育', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c538a9b9da72910b8b2fb500&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'children': []}","{'lat': 25.059989, 'lng': 102.703903}",http://api.map.baidu.com/place/detail?uid=c538a9b9da72910b8b2fb500&output=html&source=placeapi_v2,教育培训;成人教育,education,大学,五华区,True
云南大学(北院)-云大附小,云南省,昆明市,五华区,云南省昆明市五华区一二一大街182号,None,0badab8b49c6ede83a04b114,0badab8b49c6ede83a04b114,1,"{'tag': '教育培训;小学', 'navi_location': {'lng': 102.70705808359, 'lat': 25.062843134127}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0badab8b49c6ede83a04b114&output=html&source=placeapi_v2', 'overall_rating': '4.5', 'comment_num': '2', 'children': []}","{'lat': 25.061997, 'lng': 102.707267}",http://api.map.baidu.com/place/detail?uid=0badab8b49c6ede83a04b114&output=html&source=placeapi_v2,教育培训;小学,education,大学,五华区,True
云南大学北院-第4栋,云南省,昆明市,五华区,昆明市五华区文昌路与一二一大街交叉路口往北约100米(云南大学-北院),None,5a28b8b32712a21dfa42b20d,5a28b8b32712a21dfa42b20d,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=5a28b8b32712a21dfa42b20d&output=html&source=placeapi_v2', 'overall_rating': '4.0', 'comment_num': '1', 'children': []}","{'lat': 25.062055, 'lng': 102.704989}",http://api.map.baidu.com/place/detail?uid=5a28b8b32712a21dfa42b20d&output=html&source=placeapi_v2,教育培训;其他,education,大学,五华区,True
云南师范大学-明析楼,云南省,昆明市,五华区,一二一大街298,None,d156f54cd7949740dbeced26,d156f54cd7949740dbeced26,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d156f54cd7949740dbeced26&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'comment_num': '2', 'children': []}","{'lat': 25.061936, 'lng': 102.701508}",http://api.map.baidu.com/place/detail?uid=d156f54cd7949740dbeced26&output=html&source=placeapi_v2,教育培训;其他,education,大学,五华区,True
云南广播电视大学职业技术学院(艺术分院),云南省,昆明市,五华区,教场中路314号云南工艺美术职业学院内,None,b722d194dc70a293465726c6,b722d194dc70a293465726c6,1,"{'tag': '教育培训;高等院校', 'navi_location': {'lng': 102.70219984347, 'lat': 25.080163584804}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b722d194dc70a293465726c6&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'comment_num': '0', 'children': []}","{'lat': 25.080229, 'lng': 102.702292}",http://api.map.baidu.com/place/detail?uid=b722d194dc70a293465726c6&output=html&source=placeapi_v2,教育培训;高等院校,education,大学,五华区,True
昆明理工大学-第98栋,云南省,昆明市,五华区,昆明市五华区学府路(昆明理工大学),None,a2a73094a58029419f09f7c0,a2a73094a58029419f09f7c0,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a2a73094a58029419f09f7c0&output=html&source=placeapi_v2', 'children': []}","{'lat': 25.06881, 'lng': 102.70183}",http://api.map.baidu.com/place/detail?uid=a2a73094a58029419f09f7c0&output=html&source=placeapi_v2,教育培训;其他,education,大学,五华区,True
昆明理工大学第122栋,云南省,昆明市,五华区,昆明市五华区学府路与建设路交叉路口往东南约100米(万科云上城云立方-东区),None,01183cadce2ebe2a3b221c66,01183cadce2ebe2a3b221c66,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=01183cadce2ebe2a3b221c66&output=html&source=placeapi_v2', 'overall_rating': '4.0', 'comment_num': '1', 'children': []}","{'lat': 25.068675, 'lng': 102.700077}",http://api.map.baidu.com/place/detail?uid=01183cadce2ebe2a3b221c66&output=html&source=placeapi_v2,教育培训;其他,education,大学,五华区,True
